M_planet (M_Earth),M_planet (kg),Pressure (bar),Total Delta-V (km/s)
3.045457e+00,1.818747e+25,1.000000e+01,1.887372e+01
3.283580e+00,1.960954e+25,1.000000e-01,1.923834e+01
3.283580e+00,1.960954e+25,1.172102e-01,1.923857e+01
3.283580e+00,1.960954e+25,1.373824e-01,1.923882e+01
3.283580e+00,1.960954e+25,1.610262e-01,1.923913e+01
3.283580e+00,1.960954e+25,1.887392e-01,1.923948e+01
3.283580e+00,1.960954e+25,2.212216e-01,1.923990e+01
3.283580e+00,1.960954e+25,2.592944e-01,1.924039e+01
3.283580e+00,1.960954e+25,3.039195e-01,1.924097e+01
3.283580e+00,1.960954e+25,3.562248e-01,1.924164e+01
3.283580e+00,1.960954e+25,4.175319e-01,1.924242e+01
3.283580e+00,1.960954e+25,4.893901e-01,1.924335e+01
3.283580e+00,1.960954e+25,5.736153e-01,1.924443e+01
3.283580e+00,1.960954e+25,6.723358e-01,1.924569e+01
3.283580e+00,1.960954e+25,7.880463e-01,1.924718e+01
3.283580e+00,1.960954e+25,9.236709e-01,1.924892e+01
3.283580e+00,1.960954e+25,1.000000e+00,1.924989e+01
3.283580e+00,1.960954e+25,1.082637e+00,1.925095e+01
3.283580e+00,1.960954e+25,1.268961e+00,1.925334e+01
3.283580e+00,1.960954e+25,1.487352e+00,1.925614e+01
3.283580e+00,1.960954e+25,1.743329e+00,1.925941e+01
3.283580e+00,1.960954e+25,2.043360e+00,1.926325e+01
3.283580e+00,1.960954e+25,2.395027e+00,1.926774e+01
3.283580e+00,1.960954e+25,2.807216e+00,1.926995e+01
3.283580e+00,1.960954e+25,3.290345e+00,1.927540e+01
3.283580e+00,1.960954e+25,3.856620e+00,1.928170e+01
3.283580e+00,1.960954e+25,4.520354e+00,1.928897e+01
3.283580e+00,1.960954e+25,5.298317e+00,1.930082e+01
3.283580e+00,1.960954e+25,6.210169e+00,1.931172e+01
3.283580e+00,1.960954e+25,7.278954e+00,1.932447e+01
3.283580e+00,1.960954e+25,8.531679e+00,1.933939e+01
3.283580e+00,1.960954e+25,1.000000e+01,1.935684e+01
3.540321e+00,2.114280e+25,1.000000e-01,1.975360e+01
3.540321e+00,2.114280e+25,1.172102e-01,1.975379e+01
3.540321e+00,2.114280e+25,1.373824e-01,1.975401e+01
3.540321e+00,2.114280e+25,1.610262e-01,1.975427e+01
3.540321e+00,2.114280e+25,1.887392e-01,1.975458e+01
3.540321e+00,2.114280e+25,2.212216e-01,1.975494e+01
3.540321e+00,2.114280e+25,2.592944e-01,1.975536e+01
3.540321e+00,2.114280e+25,3.039195e-01,1.975585e+01
3.540321e+00,2.114280e+25,3.562248e-01,1.975643e+01
3.540321e+00,2.114280e+25,4.175319e-01,1.975710e+01
3.540321e+00,2.114280e+25,4.893901e-01,1.975789e+01
3.540321e+00,2.114280e+25,5.736153e-01,1.975882e+01
3.540321e+00,2.114280e+25,6.723358e-01,1.975990e+01
3.540321e+00,2.114280e+25,7.880463e-01,1.976116e+01
3.540321e+00,2.114280e+25,9.236709e-01,1.976264e+01
3.540321e+00,2.114280e+25,1.000000e+00,1.976347e+01
3.540321e+00,2.114280e+25,1.082637e+00,1.976437e+01
3.540321e+00,2.114280e+25,1.268961e+00,1.976638e+01
3.540321e+00,2.114280e+25,1.487352e+00,1.976873e+01
3.540321e+00,2.114280e+25,1.743329e+00,1.977147e+01
3.540321e+00,2.114280e+25,2.043360e+00,1.977466e+01
3.540321e+00,2.114280e+25,2.395027e+00,1.977836e+01
3.540321e+00,2.114280e+25,2.807216e+00,1.978267e+01
3.540321e+00,2.114280e+25,3.290345e+00,1.978766e+01
3.540321e+00,2.114280e+25,3.856620e+00,1.979344e+01
3.540321e+00,2.114280e+25,4.520354e+00,1.980011e+01
3.540321e+00,2.114280e+25,5.298317e+00,1.981105e+01
3.540321e+00,2.114280e+25,6.210169e+00,1.982106e+01
3.540321e+00,2.114280e+25,7.278954e+00,1.983279e+01
3.540321e+00,2.114280e+25,8.531679e+00,1.984650e+01
3.540321e+00,2.114280e+25,1.000000e+01,1.986253e+01
3.817137e+00,2.279594e+25,1.000000e-01,2.028293e+01
3.817137e+00,2.279594e+25,1.172102e-01,2.028311e+01
3.817137e+00,2.279594e+25,1.373824e-01,2.028331e+01
3.817137e+00,2.279594e+25,1.610262e-01,2.028355e+01
3.817137e+00,2.279594e+25,1.887392e-01,2.028383e+01
3.817137e+00,2.279594e+25,2.212216e-01,2.028416e+01
3.817137e+00,2.279594e+25,2.592944e-01,2.028455e+01
3.817137e+00,2.279594e+25,3.039195e-01,2.028500e+01
3.817137e+00,2.279594e+25,3.562248e-01,2.028553e+01
3.817137e+00,2.279594e+25,4.175319e-01,2.028614e+01
3.817137e+00,2.279594e+25,4.893901e-01,2.028687e+01
3.817137e+00,2.279594e+25,5.736153e-01,2.028771e+01
3.817137e+00,2.279594e+25,6.723358e-01,2.028870e+01
3.817137e+00,2.279594e+25,7.880463e-01,2.028986e+01
3.817137e+00,2.279594e+25,9.236709e-01,2.029121e+01
3.817137e+00,2.279594e+25,1.000000e+00,2.029197e+01
3.817137e+00,2.279594e+25,1.082637e+00,2.029279e+01
3.817137e+00,2.279594e+25,1.268961e+00,2.029464e+01
3.817137e+00,2.279594e+25,1.487352e+00,2.029679e+01
3.817137e+00,2.279594e+25,1.743329e+00,2.029929e+01
3.817137e+00,2.279594e+25,2.043360e+00,2.030221e+01
3.817137e+00,2.279594e+25,2.395027e+00,2.030560e+01
3.817137e+00,2.279594e+25,2.807216e+00,2.030954e+01
3.817137e+00,2.279594e+25,3.290345e+00,2.031411e+01
3.817137e+00,2.279594e+25,3.856620e+00,2.031939e+01
3.817137e+00,2.279594e+25,4.520354e+00,2.032773e+01
3.817137e+00,2.279594e+25,5.298317e+00,2.033557e+01
3.817137e+00,2.279594e+25,6.210169e+00,2.034476e+01
3.817137e+00,2.279594e+25,7.278954e+00,2.035553e+01
3.817137e+00,2.279594e+25,8.531679e+00,2.036811e+01
3.817137e+00,2.279594e+25,1.000000e+01,2.038283e+01
4.115597e+00,2.457835e+25,1.000000e-01,2.082666e+01
4.115597e+00,2.457835e+25,1.172102e-01,2.082682e+01
4.115597e+00,2.457835e+25,1.373824e-01,2.082700e+01
4.115597e+00,2.457835e+25,1.610262e-01,2.082722e+01
4.115597e+00,2.457835e+25,1.887392e-01,2.082748e+01
4.115597e+00,2.457835e+25,2.212216e-01,2.082778e+01
4.115597e+00,2.457835e+25,2.592944e-01,2.082813e+01
4.115597e+00,2.457835e+25,3.039195e-01,2.082854e+01
4.115597e+00,2.457835e+25,3.562248e-01,2.082903e+01
4.115597e+00,2.457835e+25,4.175319e-01,2.082959e+01
4.115597e+00,2.457835e+25,4.893901e-01,2.083025e+01
4.115597e+00,2.457835e+25,5.736153e-01,2.083103e+01
4.115597e+00,2.457835e+25,6.723358e-01,2.083193e+01
4.115597e+00,2.457835e+25,7.880463e-01,2.083299e+01
4.115597e+00,2.457835e+25,9.236709e-01,2.083422e+01
4.115597e+00,2.457835e+25,1.000000e+00,2.083492e+01
4.115597e+00,2.457835e+25,1.082637e+00,2.083567e+01
4.115597e+00,2.457835e+25,1.268961e+00,2.083735e+01
4.115597e+00,2.457835e+25,1.487352e+00,2.083931e+01
4.115597e+00,2.457835e+25,1.743329e+00,2.084160e+01
4.115597e+00,2.457835e+25,2.043360e+00,2.084427e+01
4.115597e+00,2.457835e+25,2.395027e+00,2.084796e+01
4.115597e+00,2.457835e+25,2.807216e+00,2.085178e+01
4.115597e+00,2.457835e+25,3.290345e+00,2.085625e+01
4.115597e+00,2.457835e+25,3.856620e+00,2.086148e+01
4.115597e+00,2.457835e+25,4.520354e+00,2.086761e+01
4.115597e+00,2.457835e+25,5.298317e+00,2.087479e+01
4.115597e+00,2.457835e+25,6.210169e+00,2.088319e+01
4.115597e+00,2.457835e+25,7.278954e+00,2.089303e+01
4.115597e+00,2.457835e+25,8.531679e+00,2.090453e+01
4.115597e+00,2.457835e+25,1.000000e+01,2.091800e+01
4.437394e+00,2.650011e+25,1.000000e-01,2.138512e+01
4.437394e+00,2.650011e+25,1.172102e-01,2.138526e+01
4.437394e+00,2.650011e+25,1.373824e-01,2.138542e+01
4.437394e+00,2.650011e+25,1.610262e-01,2.138561e+01
4.437394e+00,2.650011e+25,1.887392e-01,2.138584e+01
4.437394e+00,2.650011e+25,2.212216e-01,2.138610e+01
4.437394e+00,2.650011e+25,2.592944e-01,2.138640e+01
4.437394e+00,2.650011e+25,3.039195e-01,2.138676e+01
4.437394e+00,2.650011e+25,3.562248e-01,2.138718e+01
4.437394e+00,2.650011e+25,4.175319e-01,2.138767e+01
4.437394e+00,2.650011e+25,4.893901e-01,2.138824e+01
4.437394e+00,2.650011e+25,5.736153e-01,2.138891e+01
4.437394e+00,2.650011e+25,6.723358e-01,2.138970e+01
4.437394e+00,2.650011e+25,7.880463e-01,2.139062e+01
4.437394e+00,2.650011e+25,9.236709e-01,2.139169e+01
4.437394e+00,2.650011e+25,1.000000e+00,2.139229e+01
4.437394e+00,2.650011e+25,1.082637e+00,2.139294e+01
4.437394e+00,2.650011e+25,1.268961e+00,2.139440e+01
4.437394e+00,2.650011e+25,1.487352e+00,2.139611e+01
4.437394e+00,2.650011e+25,1.743329e+00,2.139809e+01
4.437394e+00,2.650011e+25,2.043360e+00,2.140041e+01
4.437394e+00,2.650011e+25,2.395027e+00,2.140310e+01
4.437394e+00,2.650011e+25,2.807216e+00,2.140622e+01
4.437394e+00,2.650011e+25,3.290345e+00,2.140985e+01
4.437394e+00,2.650011e+25,3.856620e+00,2.141404e+01
4.437394e+00,2.650011e+25,4.520354e+00,2.142065e+01
4.437394e+00,2.650011e+25,5.298317e+00,2.142688e+01
4.437394e+00,2.650011e+25,6.210169e+00,2.143418e+01
4.437394e+00,2.650011e+25,7.278954e+00,2.144272e+01
4.437394e+00,2.650011e+25,8.531679e+00,2.145271e+01
4.437394e+00,2.650011e+25,1.000000e+01,2.146440e+01
4.784351e+00,2.857215e+25,1.000000e-01,2.195883e+01
4.784351e+00,2.857215e+25,1.172102e-01,2.195896e+01
4.784351e+00,2.857215e+25,1.373824e-01,2.195910e+01
4.784351e+00,2.857215e+25,1.610262e-01,2.195928e+01
4.784351e+00,2.857215e+25,1.887392e-01,2.195948e+01
4.784351e+00,2.857215e+25,2.212216e-01,2.195972e+01
4.784351e+00,2.857215e+25,2.592944e-01,2.196000e+01
4.784351e+00,2.857215e+25,3.039195e-01,2.196032e+01
4.784351e+00,2.857215e+25,3.562248e-01,2.196070e+01
4.784351e+00,2.857215e+25,4.175319e-01,2.196115e+01
4.784351e+00,2.857215e+25,4.893901e-01,2.196167e+01
4.784351e+00,2.857215e+25,5.736153e-01,2.196229e+01
4.784351e+00,2.857215e+25,6.723358e-01,2.196300e+01
4.784351e+00,2.857215e+25,7.880463e-01,2.196384e+01
4.784351e+00,2.857215e+25,9.236709e-01,2.196481e+01
4.784351e+00,2.857215e+25,1.000000e+00,2.196536e+01
4.784351e+00,2.857215e+25,1.082637e+00,2.196596e+01
4.784351e+00,2.857215e+25,1.268961e+00,2.196729e+01
4.784351e+00,2.857215e+25,1.487352e+00,2.196884e+01
4.784351e+00,2.857215e+25,1.743329e+00,2.197065e+01
4.784351e+00,2.857215e+25,2.043360e+00,2.197276e+01
4.784351e+00,2.857215e+25,2.395027e+00,2.197522e+01
4.784351e+00,2.857215e+25,2.807216e+00,2.197806e+01
4.784351e+00,2.857215e+25,3.290345e+00,2.198136e+01
4.784351e+00,2.857215e+25,3.856620e+00,2.198518e+01
4.784351e+00,2.857215e+25,4.520354e+00,2.199124e+01
4.784351e+00,2.857215e+25,5.298317e+00,2.199693e+01
4.784351e+00,2.857215e+25,6.210169e+00,2.200358e+01
4.784351e+00,2.857215e+25,7.278954e+00,2.201138e+01
4.784351e+00,2.857215e+25,8.531679e+00,2.202051e+01
4.784351e+00,2.857215e+25,1.000000e+01,2.203119e+01
5.158437e+00,3.080619e+25,1.000000e-01,2.254814e+01
5.158437e+00,3.080619e+25,1.172102e-01,2.254826e+01
5.158437e+00,3.080619e+25,1.373824e-01,2.254839e+01
5.158437e+00,3.080619e+25,1.610262e-01,2.254855e+01
5.158437e+00,3.080619e+25,1.887392e-01,2.254873e+01
5.158437e+00,3.080619e+25,2.212216e-01,2.254895e+01
5.158437e+00,3.080619e+25,2.592944e-01,2.254920e+01
5.158437e+00,3.080619e+25,3.039195e-01,2.254950e+01
5.158437e+00,3.080619e+25,3.562248e-01,2.254985e+01
5.158437e+00,3.080619e+25,4.175319e-01,2.255025e+01
5.158437e+00,3.080619e+25,4.893901e-01,2.255073e+01
5.158437e+00,3.080619e+25,5.736153e-01,2.255128e+01
5.158437e+00,3.080619e+25,6.723358e-01,2.255194e+01
5.158437e+00,3.080619e+25,7.880463e-01,2.255270e+01
5.158437e+00,3.080619e+25,9.236709e-01,2.255358e+01
5.158437e+00,3.080619e+25,1.000000e+00,2.255408e+01
5.158437e+00,3.080619e+25,1.082637e+00,2.255462e+01
5.158437e+00,3.080619e+25,1.268961e+00,2.255583e+01
5.158437e+00,3.080619e+25,1.487352e+00,2.255725e+01
5.158437e+00,3.080619e+25,1.743329e+00,2.255889e+01
5.158437e+00,3.080619e+25,2.043360e+00,2.256081e+01
5.158437e+00,3.080619e+25,2.395027e+00,2.256304e+01
5.158437e+00,3.080619e+25,2.807216e+00,2.256563e+01
5.158437e+00,3.080619e+25,3.290345e+00,2.256863e+01
5.158437e+00,3.080619e+25,3.856620e+00,2.257322e+01
5.158437e+00,3.080619e+25,4.520354e+00,2.257764e+01
5.158437e+00,3.080619e+25,5.298317e+00,2.258281e+01
5.158437e+00,3.080619e+25,6.210169e+00,2.258887e+01
5.158437e+00,3.080619e+25,7.278954e+00,2.259597e+01
5.158437e+00,3.080619e+25,8.531679e+00,2.260428e+01
5.158437e+00,3.080619e+25,1.000000e+01,2.261401e+01
5.561773e+00,3.321491e+25,1.000000e-01,2.315346e+01
5.561773e+00,3.321491e+25,1.172102e-01,2.315356e+01
5.561773e+00,3.321491e+25,1.373824e-01,2.315368e+01
5.561773e+00,3.321491e+25,1.610262e-01,2.315381e+01
5.561773e+00,3.321491e+25,1.887392e-01,2.315397e+01
5.561773e+00,3.321491e+25,2.212216e-01,2.315416e+01
5.561773e+00,3.321491e+25,2.592944e-01,2.315438e+01
5.561773e+00,3.321491e+25,3.039195e-01,2.315464e+01
5.561773e+00,3.321491e+25,3.562248e-01,2.315494e+01
5.561773e+00,3.321491e+25,4.175319e-01,2.315529e+01
5.561773e+00,3.321491e+25,4.893901e-01,2.315571e+01
5.561773e+00,3.321491e+25,5.736153e-01,2.315619e+01
5.561773e+00,3.321491e+25,6.723358e-01,2.315675e+01
5.561773e+00,3.321491e+25,7.880463e-01,2.315742e+01
5.561773e+00,3.321491e+25,9.236709e-01,2.315819e+01
5.561773e+00,3.321491e+25,1.000000e+00,2.315862e+01
5.561773e+00,3.321491e+25,1.082637e+00,2.315909e+01
5.561773e+00,3.321491e+25,1.268961e+00,2.316014e+01
5.561773e+00,3.321491e+25,1.487352e+00,2.316137e+01
5.561773e+00,3.321491e+25,1.743329e+00,2.316280e+01
5.561773e+00,3.321491e+25,2.043360e+00,2.316447e+01
5.561773e+00,3.321491e+25,2.395027e+00,2.316641e+01
5.561773e+00,3.321491e+25,2.807216e+00,2.316866e+01
5.561773e+00,3.321491e+25,3.290345e+00,2.317127e+01
5.561773e+00,3.321491e+25,3.856620e+00,2.317429e+01
5.561773e+00,3.321491e+25,4.520354e+00,2.317908e+01
5.561773e+00,3.321491e+25,5.298317e+00,2.318358e+01
5.561773e+00,3.321491e+25,6.210169e+00,2.318884e+01
5.561773e+00,3.321491e+25,7.278954e+00,2.319501e+01
5.561773e+00,3.321491e+25,8.531679e+00,2.320223e+01
5.561773e+00,3.321491e+25,1.000000e+01,2.321069e+01
5.996645e+00,3.581197e+25,1.000000e-01,2.377528e+01
5.996645e+00,3.581197e+25,1.172102e-01,2.377537e+01
5.996645e+00,3.581197e+25,1.373824e-01,2.377548e+01
5.996645e+00,3.581197e+25,1.610262e-01,2.377560e+01
5.996645e+00,3.581197e+25,1.887392e-01,2.377575e+01
5.996645e+00,3.581197e+25,2.212216e-01,2.377592e+01
5.996645e+00,3.581197e+25,2.592944e-01,2.377612e+01
5.996645e+00,3.581197e+25,3.039195e-01,2.377635e+01
5.996645e+00,3.581197e+25,3.562248e-01,2.377662e+01
5.996645e+00,3.581197e+25,4.175319e-01,2.377694e+01
5.996645e+00,3.581197e+25,4.893901e-01,2.377732e+01
5.996645e+00,3.581197e+25,5.736153e-01,2.377776e+01
5.996645e+00,3.581197e+25,6.723358e-01,2.377827e+01
5.996645e+00,3.581197e+25,7.880463e-01,2.377887e+01
5.996645e+00,3.581197e+25,9.236709e-01,2.377957e+01
5.996645e+00,3.581197e+25,1.000000e+00,2.377996e+01
5.996645e+00,3.581197e+25,1.082637e+00,2.378039e+01
5.996645e+00,3.581197e+25,1.268961e+00,2.378134e+01
5.996645e+00,3.581197e+25,1.487352e+00,2.378246e+01
5.996645e+00,3.581197e+25,1.743329e+00,2.378376e+01
5.996645e+00,3.581197e+25,2.043360e+00,2.378527e+01
5.996645e+00,3.581197e+25,2.395027e+00,2.378702e+01
5.996645e+00,3.581197e+25,2.807216e+00,2.378906e+01
5.996645e+00,3.581197e+25,3.290345e+00,2.379143e+01
5.996645e+00,3.581197e+25,3.856620e+00,2.379417e+01
5.996645e+00,3.581197e+25,4.520354e+00,2.379853e+01
5.996645e+00,3.581197e+25,5.298317e+00,2.380261e+01
5.996645e+00,3.581197e+25,6.210169e+00,2.380739e+01
5.996645e+00,3.581197e+25,7.278954e+00,2.381299e+01
5.996645e+00,3.581197e+25,8.531679e+00,2.381956e+01
5.996645e+00,3.581197e+25,1.000000e+01,2.382724e+01
6.465520e+00,3.861209e+25,1.000000e-01,2.441403e+01
6.465520e+00,3.861209e+25,1.172102e-01,2.441411e+01
6.465520e+00,3.861209e+25,1.373824e-01,2.441421e+01
6.465520e+00,3.861209e+25,1.610262e-01,2.441432e+01
6.465520e+00,3.861209e+25,1.887392e-01,2.441445e+01
6.465520e+00,3.861209e+25,2.212216e-01,2.441460e+01
6.465520e+00,3.861209e+25,2.592944e-01,2.441478e+01
6.465520e+00,3.861209e+25,3.039195e-01,2.441500e+01
6.465520e+00,3.861209e+25,3.562248e-01,2.441524e+01
6.465520e+00,3.861209e+25,4.175319e-01,2.441553e+01
6.465520e+00,3.861209e+25,4.893901e-01,2.441587e+01
6.465520e+00,3.861209e+25,5.736153e-01,2.441627e+01
6.465520e+00,3.861209e+25,6.723358e-01,2.441673e+01
6.465520e+00,3.861209e+25,7.880463e-01,2.441727e+01
6.465520e+00,3.861209e+25,9.236709e-01,2.441791e+01
6.465520e+00,3.861209e+25,1.000000e+00,2.441826e+01
6.465520e+00,3.861209e+25,1.082637e+00,2.441865e+01
6.465520e+00,3.861209e+25,1.268961e+00,2.441951e+01
6.465520e+00,3.861209e+25,1.487352e+00,2.442052e+01
6.465520e+00,3.861209e+25,1.743329e+00,2.442169e+01
6.465520e+00,3.861209e+25,2.043360e+00,2.442306e+01
6.465520e+00,3.861209e+25,2.395027e+00,2.442465e+01
6.465520e+00,3.861209e+25,2.807216e+00,2.442649e+01
6.465520e+00,3.861209e+25,3.290345e+00,2.442923e+01
6.465520e+00,3.861209e+25,3.856620e+00,2.443192e+01
6.465520e+00,3.861209e+25,4.520354e+00,2.443507e+01
6.465520e+00,3.861209e+25,5.298317e+00,2.443877e+01
6.465520e+00,3.861209e+25,6.210169e+00,2.444310e+01
6.465520e+00,3.861209e+25,7.278954e+00,2.444817e+01
6.465520e+00,3.861209e+25,8.531679e+00,2.445411e+01
6.465520e+00,3.861209e+25,1.000000e+01,2.446106e+01
6.971056e+00,4.163115e+25,1.000000e-01,2.507015e+01
6.971056e+00,4.163115e+25,1.172102e-01,2.507022e+01
6.971056e+00,4.163115e+25,1.373824e-01,2.507030e+01
6.971056e+00,4.163115e+25,1.610262e-01,2.507040e+01
6.971056e+00,4.163115e+25,1.887392e-01,2.507051e+01
6.971056e+00,4.163115e+25,2.212216e-01,2.507065e+01
6.971056e+00,4.163115e+25,2.592944e-01,2.507080e+01
6.971056e+00,4.163115e+25,3.039195e-01,2.507099e+01
6.971056e+00,4.163115e+25,3.562248e-01,2.507120e+01
6.971056e+00,4.163115e+25,4.175319e-01,2.507145e+01
6.971056e+00,4.163115e+25,4.893901e-01,2.507175e+01
6.971056e+00,4.163115e+25,5.736153e-01,2.507209e+01
6.971056e+00,4.163115e+25,6.723358e-01,2.507250e+01
6.971056e+00,4.163115e+25,7.880463e-01,2.507297e+01
6.971056e+00,4.163115e+25,9.236709e-01,2.507352e+01
6.971056e+00,4.163115e+25,1.000000e+00,2.507383e+01
6.971056e+00,4.163115e+25,1.082637e+00,2.507416e+01
6.971056e+00,4.163115e+25,1.268961e+00,2.507491e+01
6.971056e+00,4.163115e+25,1.487352e+00,2.507579e+01
6.971056e+00,4.163115e+25,1.743329e+00,2.507681e+01
6.971056e+00,4.163115e+25,2.043360e+00,2.507799e+01
6.971056e+00,4.163115e+25,2.395027e+00,2.507937e+01
6.971056e+00,4.163115e+25,2.807216e+00,2.508098e+01
6.971056e+00,4.163115e+25,3.290345e+00,2.508284e+01
6.971056e+00,4.163115e+25,3.856620e+00,2.508499e+01
6.971056e+00,4.163115e+25,4.520354e+00,2.508842e+01
6.971056e+00,4.163115e+25,5.298317e+00,2.509163e+01
6.971056e+00,4.163115e+25,6.210169e+00,2.509539e+01
6.971056e+00,4.163115e+25,7.278954e+00,2.509980e+01
6.971056e+00,4.163115e+25,8.531679e+00,2.510496e+01
6.971056e+00,4.163115e+25,1.000000e+01,2.511100e+01
7.516119e+00,4.488627e+25,1.000000e-01,2.574415e+01
7.516119e+00,4.488627e+25,1.172102e-01,2.574421e+01
7.516119e+00,4.488627e+25,1.373824e-01,2.574429e+01
7.516119e+00,4.488627e+25,1.610262e-01,2.574438e+01
7.516119e+00,4.488627e+25,1.887392e-01,2.574448e+01
7.516119e+00,4.488627e+25,2.212216e-01,2.574460e+01
7.516119e+00,4.488627e+25,2.592944e-01,2.574474e+01
7.516119e+00,4.488627e+25,3.039195e-01,2.574491e+01
7.516119e+00,4.488627e+25,3.562248e-01,2.574510e+01
7.516119e+00,4.488627e+25,4.175319e-01,2.574533e+01
7.516119e+00,4.488627e+25,4.893901e-01,2.574559e+01
7.516119e+00,4.488627e+25,5.736153e-01,2.574590e+01
7.516119e+00,4.488627e+25,6.723358e-01,2.574627e+01
7.516119e+00,4.488627e+25,7.880463e-01,2.574669e+01
7.516119e+00,4.488627e+25,9.236709e-01,2.574719e+01
7.516119e+00,4.488627e+25,1.000000e+00,2.574747e+01
7.516119e+00,4.488627e+25,1.082637e+00,2.574777e+01
7.516119e+00,4.488627e+25,1.268961e+00,2.574845e+01
7.516119e+00,4.488627e+25,1.487352e+00,2.574923e+01
7.516119e+00,4.488627e+25,1.743329e+00,2.575015e+01
7.516119e+00,4.488627e+25,2.043360e+00,2.575122e+01
7.516119e+00,4.488627e+25,2.395027e+00,2.575247e+01
7.516119e+00,4.488627e+25,2.807216e+00,2.575391e+01
7.516119e+00,4.488627e+25,3.290345e+00,2.575559e+01
7.516119e+00,4.488627e+25,3.856620e+00,2.575753e+01
7.516119e+00,4.488627e+25,4.520354e+00,2.576064e+01
7.516119e+00,4.488627e+25,5.298317e+00,2.576354e+01
7.516119e+00,4.488627e+25,6.210169e+00,2.576693e+01
7.516119e+00,4.488627e+25,7.278954e+00,2.577090e+01
7.516119e+00,4.488627e+25,8.531679e+00,2.577556e+01
7.516119e+00,4.488627e+25,1.000000e+01,2.578102e+01
8.103801e+00,4.839590e+25,1.000000e-01,2.643651e+01
8.103801e+00,4.839590e+25,1.172102e-01,2.643657e+01
8.103801e+00,4.839590e+25,1.373824e-01,2.643663e+01
8.103801e+00,4.839590e+25,1.610262e-01,2.643671e+01
8.103801e+00,4.839590e+25,1.887392e-01,2.643681e+01
8.103801e+00,4.839590e+25,2.212216e-01,2.643691e+01
8.103801e+00,4.839590e+25,2.592944e-01,2.643704e+01
8.103801e+00,4.839590e+25,3.039195e-01,2.643719e+01
8.103801e+00,4.839590e+25,3.562248e-01,2.643736e+01
8.103801e+00,4.839590e+25,4.175319e-01,2.643757e+01
8.103801e+00,4.839590e+25,4.893901e-01,2.643781e+01
8.103801e+00,4.839590e+25,5.736153e-01,2.643809e+01
8.103801e+00,4.839590e+25,6.723358e-01,2.643841e+01
8.103801e+00,4.839590e+25,7.880463e-01,2.643880e+01
8.103801e+00,4.839590e+25,9.236709e-01,2.643924e+01
