M_planet (M_Earth),M_planet (kg),Pressure (bar),Num Stages
8.103801e+00,4.839590e+25,2.395027e+00,9
8.103801e+00,4.839590e+25,2.807216e+00,9
8.103801e+00,4.839590e+25,3.290345e+00,9
8.103801e+00,4.839590e+25,3.856620e+00,9
8.103801e+00,4.839590e+25,4.520354e+00,9
8.103801e+00,4.839590e+25,5.298317e+00,9
8.103801e+00,4.839590e+25,6.210169e+00,9
8.103801e+00,4.839590e+25,7.278954e+00,9
8.103801e+00,4.839590e+25,8.531679e+00,9
8.103801e+00,4.839590e+25,1.000000e+01,9
8.737433e+00,5.217995e+25,1.000000e-01,10
8.737433e+00,5.217995e+25,1.172102e-01,10
8.737433e+00,5.217995e+25,1.373824e-01,10
8.737433e+00,5.217995e+25,1.610262e-01,10
8.737433e+00,5.217995e+25,1.887392e-01,10
8.737433e+00,5.217995e+25,2.212216e-01,10
8.737433e+00,5.217995e+25,2.592944e-01,10
8.737433e+00,5.217995e+25,3.039195e-01,10
8.737433e+00,5.217995e+25,3.562248e-01,10
8.737433e+00,5.217995e+25,4.175319e-01,10
8.737433e+00,5.217995e+25,4.893901e-01,10
8.737433e+00,5.217995e+25,5.736153e-01,10
8.737433e+00,5.217995e+25,6.723358e-01,10
8.737433e+00,5.217995e+25,7.880463e-01,10
8.737433e+00,5.217995e+25,9.236709e-01,10
8.737433e+00,5.217995e+25,1.000000e+00,10
8.737433e+00,5.217995e+25,1.082637e+00,10
8.737433e+00,5.217995e+25,1.268961e+00,10
8.737433e+00,5.217995e+25,1.487352e+00,10
8.737433e+00,5.217995e+25,1.743329e+00,10
8.737433e+00,5.217995e+25,2.043360e+00,10
8.737433e+00,5.217995e+25,2.395027e+00,10
8.737433e+00,5.217995e+25,2.807216e+00,10
8.737433e+00,5.217995e+25,3.290345e+00,10
8.737433e+00,5.217995e+25,3.856620e+00,10
8.737433e+00,5.217995e+25,4.520354e+00,10
8.737433e+00,5.217995e+25,5.298317e+00,10
8.737433e+00,5.217995e+25,6.210169e+00,10
8.737433e+00,5.217995e+25,7.278954e+00,10
8.737433e+00,5.217995e+25,8.531679e+00,10
8.737433e+00,5.217995e+25,1.000000e+01,10
9.420609e+00,5.625988e+25,1.000000e-01,10
9.420609e+00,5.625988e+25,1.172102e-01,10
9.420609e+00,5.625988e+25,1.373824e-01,10
9.420609e+00,5.625988e+25,1.610262e-01,10
9.420609e+00,5.625988e+25,1.887392e-01,10
9.420609e+00,5.625988e+25,2.212216e-01,10
9.420609e+00,5.625988e+25,2.592944e-01,10
9.420609e+00,5.625988e+25,3.039195e-01,10
9.420609e+00,5.625988e+25,3.562248e-01,10
9.420609e+00,5.625988e+25,4.175319e-01,10
9.420609e+00,5.625988e+25,4.893901e-01,10
9.420609e+00,5.625988e+25,5.736153e-01,10
9.420609e+00,5.625988e+25,6.723358e-01,10
9.420609e+00,5.625988e+25,7.880463e-01,10
9.420609e+00,5.625988e+25,9.236709e-01,10
9.420609e+00,5.625988e+25,1.000000e+00,10
9.420609e+00,5.625988e+25,1.082637e+00,10
9.420609e+00,5.625988e+25,1.268961e+00,10
9.420609e+00,5.625988e+25,1.487352e+00,10
9.420609e+00,5.625988e+25,1.743329e+00,10
9.420609e+00,5.625988e+25,2.043360e+00,10
9.420609e+00,5.625988e+25,2.395027e+00,10
9.420609e+00,5.625988e+25,2.807216e+00,10
9.420609e+00,5.625988e+25,3.290345e+00,10
9.420609e+00,5.625988e+25,3.856620e+00,10
9.420609e+00,5.625988e+25,4.520354e+00,10
9.420609e+00,5.625988e+25,5.298317e+00,10
9.420609e+00,5.625988e+25,6.210169e+00,10
9.420609e+00,5.625988e+25,7.278954e+00,10
9.420609e+00,5.625988e+25,8.531679e+00,10
9.420609e+00,5.625988e+25,1.000000e+01,10
1.015720e+01,6.065881e+25,1.000000e-01,11
1.015720e+01,6.065881e+25,1.172102e-01,11
1.015720e+01,6.065881e+25,1.373824e-01,11
1.015720e+01,6.065881e+25,1.610262e-01,11
1.015720e+01,6.065881e+25,1.887392e-01,11
1.015720e+01,6.065881e+25,2.212216e-01,11
1.015720e+01,6.065881e+25,2.592944e-01,11
1.015720e+01,6.065881e+25,3.039195e-01,11
1.015720e+01,6.065881e+25,3.562248e-01,11
1.015720e+01,6.065881e+25,4.175319e-01,11
1.015720e+01,6.065881e+25,4.893901e-01,11
1.015720e+01,6.065881e+25,5.736153e-01,11
1.015720e+01,6.065881e+25,6.723358e-01,11
1.015720e+01,6.065881e+25,7.880463e-01,11
1.015720e+01,6.065881e+25,9.236709e-01,11
1.015720e+01,6.065881e+25,1.000000e+00,11
1.015720e+01,6.065881e+25,1.082637e+00,11
1.015720e+01,6.065881e+25,1.268961e+00,11
1.015720e+01,6.065881e+25,1.487352e+00,11
1.015720e+01,6.065881e+25,1.743329e+00,11
1.015720e+01,6.065881e+25,2.043360e+00,11
1.015720e+01,6.065881e+25,2.395027e+00,11
1.015720e+01,6.065881e+25,2.807216e+00,11
1.015720e+01,6.065881e+25,3.290345e+00,11
1.015720e+01,6.065881e+25,3.856620e+00,11
1.015720e+01,6.065881e+25,4.520354e+00,11
1.015720e+01,6.065881e+25,5.298317e+00,11
1.015720e+01,6.065881e+25,6.210169e+00,11
1.015720e+01,6.065881e+25,7.278954e+00,11
1.015720e+01,6.065881e+25,8.531679e+00,11
1.015720e+01,6.065881e+25,1.000000e+01,11
1.095139e+01,6.540169e+25,1.000000e-01,11
1.095139e+01,6.540169e+25,1.172102e-01,11
1.095139e+01,6.540169e+25,1.373824e-01,11
1.095139e+01,6.540169e+25,1.610262e-01,11
1.095139e+01,6.540169e+25,1.887392e-01,11
1.095139e+01,6.540169e+25,2.212216e-01,11
1.095139e+01,6.540169e+25,2.592944e-01,11
1.095139e+01,6.540169e+25,3.039195e-01,11
1.095139e+01,6.540169e+25,3.562248e-01,11
1.095139e+01,6.540169e+25,4.175319e-01,11
1.095139e+01,6.540169e+25,4.893901e-01,11
1.095139e+01,6.540169e+25,5.736153e-01,11
1.095139e+01,6.540169e+25,6.723358e-01,11
1.095139e+01,6.540169e+25,7.880463e-01,11
1.095139e+01,6.540169e+25,9.236709e-01,11
1.095139e+01,6.540169e+25,1.000000e+00,11
1.095139e+01,6.540169e+25,1.082637e+00,11
1.095139e+01,6.540169e+25,1.268961e+00,11
1.095139e+01,6.540169e+25,1.487352e+00,11
1.095139e+01,6.540169e+25,1.743329e+00,11
1.095139e+01,6.540169e+25,2.043360e+00,11
1.095139e+01,6.540169e+25,2.395027e+00,11
1.095139e+01,6.540169e+25,2.807216e+00,11
1.095139e+01,6.540169e+25,3.290345e+00,11
1.095139e+01,6.540169e+25,3.856620e+00,11
1.095139e+01,6.540169e+25,4.520354e+00,11
1.095139e+01,6.540169e+25,5.298317e+00,11
1.095139e+01,6.540169e+25,6.210169e+00,11
1.095139e+01,6.540169e+25,7.278954e+00,11
1.095139e+01,6.540169e+25,8.531679e+00,11
1.095139e+01,6.540169e+25,1.000000e+01,11
1.180767e+01,7.051542e+25,1.000000e-01,11
1.180767e+01,7.051542e+25,1.172102e-01,11
1.180767e+01,7.051542e+25,1.373824e-01,11
1.180767e+01,7.051542e+25,1.610262e-01,11
1.180767e+01,7.051542e+25,1.887392e-01,11
1.180767e+01,7.051542e+25,2.212216e-01,11
1.180767e+01,7.051542e+25,2.592944e-01,11
1.180767e+01,7.051542e+25,3.039195e-01,11
1.180767e+01,7.051542e+25,3.562248e-01,11
1.180767e+01,7.051542e+25,4.175319e-01,11
1.180767e+01,7.051542e+25,4.893901e-01,11
1.180767e+01,7.051542e+25,5.736153e-01,11
1.180767e+01,7.051542e+25,6.723358e-01,11
1.180767e+01,7.051542e+25,7.880463e-01,11
1.180767e+01,7.051542e+25,9.236709e-01,11
1.180767e+01,7.051542e+25,1.000000e+00,11
1.180767e+01,7.051542e+25,1.082637e+00,11
1.180767e+01,7.051542e+25,1.268961e+00,11
1.180767e+01,7.051542e+25,1.487352e+00,11
1.180767e+01,7.051542e+25,1.743329e+00,11
1.180767e+01,7.051542e+25,2.043360e+00,11
1.180767e+01,7.051542e+25,2.395027e+00,11
1.180767e+01,7.051542e+25,2.807216e+00,11
1.180767e+01,7.051542e+25,3.290345e+00,11
1.180767e+01,7.051542e+25,3.856620e+00,11
1.180767e+01,7.051542e+25,4.520354e+00,11
1.180767e+01,7.051542e+25,5.298317e+00,11
1.180767e+01,7.051542e+25,6.210169e+00,11
1.180767e+01,7.051542e+25,7.278954e+00,11
1.180767e+01,7.051542e+25,8.531679e+00,11
1.180767e+01,7.051542e+25,1.000000e+01,11
1.273091e+01,7.602898e+25,1.000000e-01,12
1.273091e+01,7.602898e+25,1.172102e-01,12
1.273091e+01,7.602898e+25,1.373824e-01,12
1.273091e+01,7.602898e+25,1.610262e-01,12
1.273091e+01,7.602898e+25,1.887392e-01,12
1.273091e+01,7.602898e+25,2.212216e-01,12
1.273091e+01,7.602898e+25,2.592944e-01,12
1.273091e+01,7.602898e+25,3.039195e-01,12
1.273091e+01,7.602898e+25,3.562248e-01,12
1.273091e+01,7.602898e+25,4.175319e-01,12
1.273091e+01,7.602898e+25,4.893901e-01,12
1.273091e+01,7.602898e+25,5.736153e-01,12
1.273091e+01,7.602898e+25,6.723358e-01,12
1.273091e+01,7.602898e+25,7.880463e-01,12
1.273091e+01,7.602898e+25,9.236709e-01,12
1.273091e+01,7.602898e+25,1.000000e+00,12
1.273091e+01,7.602898e+25,1.082637e+00,12
1.273091e+01,7.602898e+25,1.268961e+00,12
1.273091e+01,7.602898e+25,1.487352e+00,12
1.273091e+01,7.602898e+25,1.743329e+00,12
1.273091e+01,7.602898e+25,2.043360e+00,12
1.273091e+01,7.602898e+25,2.395027e+00,12
1.273091e+01,7.602898e+25,2.807216e+00,12
1.273091e+01,7.602898e+25,3.290345e+00,12
1.273091e+01,7.602898e+25,3.856620e+00,12
1.273091e+01,7.602898e+25,4.520354e+00,12
1.273091e+01,7.602898e+25,5.298317e+00,12
1.273091e+01,7.602898e+25,6.210169e+00,12
1.273091e+01,7.602898e+25,7.278954e+00,12
1.273091e+01,7.602898e+25,8.531679e+00,12
1.273091e+01,7.602898e+25,1.000000e+01,12
1.372633e+01,8.197365e+25,1.000000e-01,12
1.372633e+01,8.197365e+25,1.172102e-01,12
1.372633e+01,8.197365e+25,1.373824e-01,12
1.372633e+01,8.197365e+25,1.610262e-01,12
1.372633e+01,8.197365e+25,1.887392e-01,12
1.372633e+01,8.197365e+25,2.212216e-01,12
1.372633e+01,8.197365e+25,2.592944e-01,12
1.372633e+01,8.197365e+25,3.039195e-01,12
1.372633e+01,8.197365e+25,3.562248e-01,12
1.372633e+01,8.197365e+25,4.175319e-01,12
1.372633e+01,8.197365e+25,4.893901e-01,12
1.372633e+01,8.197365e+25,5.736153e-01,12
1.372633e+01,8.197365e+25,6.723358e-01,12
1.372633e+01,8.197365e+25,7.880463e-01,12
1.372633e+01,8.197365e+25,9.236709e-01,12
1.372633e+01,8.197365e+25,1.000000e+00,12
1.372633e+01,8.197365e+25,1.082637e+00,12
1.372633e+01,8.197365e+25,1.268961e+00,12
1.372633e+01,8.197365e+25,1.487352e+00,12
1.372633e+01,8.197365e+25,1.743329e+00,12
1.372633e+01,8.197365e+25,2.043360e+00,12
1.372633e+01,8.197365e+25,2.395027e+00,12
1.372633e+01,8.197365e+25,2.807216e+00,12
1.372633e+01,8.197365e+25,3.290345e+00,12
1.372633e+01,8.197365e+25,3.856620e+00,12
1.372633e+01,8.197365e+25,4.520354e+00,12
1.372633e+01,8.197365e+25,5.298317e+00,12
1.372633e+01,8.197365e+25,6.210169e+00,12
1.372633e+01,8.197365e+25,7.278954e+00,12
1.372633e+01,8.197365e+25,8.531679e+00,12
1.372633e+01,8.197365e+25,1.000000e+01,12
1.479959e+01,8.838313e+25,1.000000e-01,13
1.479959e+01,8.838313e+25,1.172102e-01,13
1.479959e+01,8.838313e+25,1.373824e-01,13
1.479959e+01,8.838313e+25,1.610262e-01,13
1.479959e+01,8.838313e+25,1.887392e-01,13
1.479959e+01,8.838313e+25,2.212216e-01,13
1.479959e+01,8.838313e+25,2.592944e-01,13
1.479959e+01,8.838313e+25,3.039195e-01,13
1.479959e+01,8.838313e+25,3.562248e-01,13
1.479959e+01,8.838313e+25,4.175319e-01,13
1.479959e+01,8.838313e+25,4.893901e-01,13
1.479959e+01,8.838313e+25,5.736153e-01,13
1.479959e+01,8.838313e+25,6.723358e-01,13
1.479959e+01,8.838313e+25,7.880463e-01,13
1.479959e+01,8.838313e+25,9.236709e-01,13
1.479959e+01,8.838313e+25,1.000000e+00,13
1.479959e+01,8.838313e+25,1.082637e+00,13
1.479959e+01,8.838313e+25,1.268961e+00,13
1.479959e+01,8.838313e+25,1.487352e+00,13
1.479959e+01,8.838313e+25,1.743329e+00,13
1.479959e+01,8.838313e+25,2.043360e+00,13
1.479959e+01,8.838313e+25,2.395027e+00,13
1.479959e+01,8.838313e+25,2.807216e+00,13
1.479959e+01,8.838313e+25,3.290345e+00,13
1.479959e+01,8.838313e+25,3.856620e+00,13
1.479959e+01,8.838313e+25,4.520354e+00,13
1.479959e+01,8.838313e+25,5.298317e+00,13
1.479959e+01,8.838313e+25,6.210169e+00,13
1.479959e+01,8.838313e+25,7.278954e+00,13
1.479959e+01,8.838313e+25,8.531679e+00,13
1.479959e+01,8.838313e+25,1.000000e+01,13
1.595676e+01,9.529377e+25,1.000000e-01,13
1.595676e+01,9.529377e+25,1.172102e-01,13
1.595676e+01,9.529377e+25,1.373824e-01,13
1.595676e+01,9.529377e+25,1.610262e-01,13
1.595676e+01,9.529377e+25,1.887392e-01,13
1.595676e+01,9.529377e+25,2.212216e-01,13
1.595676e+01,9.529377e+25,2.592944e-01,13
1.595676e+01,9.529377e+25,3.039195e-01,13
1.595676e+01,9.529377e+25,3.562248e-01,13
1.595676e+01,9.529377e+25,4.175319e-01,13
1.595676e+01,9.529377e+25,4.893901e-01,13
1.595676e+01,9.529377e+25,5.736153e-01,13
1.595676e+01,9.529377e+25,6.723358e-01,13
1.595676e+01,9.529377e+25,7.880463e-01,13
1.595676e+01,9.529377e+25,9.236709e-01,13
1.595676e+01,9.529377e+25,1.000000e+00,13
1.595676e+01,9.529377e+25,1.082637e+00,13
1.595676e+01,9.529377e+25,1.268961e+00,13
1.595676e+01,9.529377e+25,1.487352e+00,13
1.595676e+01,9.529377e+25,1.743329e+00,13
1.595676e+01,9.529377e+25,2.043360e+00,13
1.595676e+01,9.529377e+25,2.395027e+00,13
1.595676e+01,9.529377e+25,2.807216e+00,13
1.595676e+01,9.529377e+25,3.290345e+00,13
1.595676e+01,9.529377e+25,3.856620e+00,13
1.595676e+01,9.529377e+25,4.520354e+00,13
1.595676e+01,9.529377e+25,5.298317e+00,13
1.595676e+01,9.529377e+25,6.210169e+00,13
1.595676e+01,9.529377e+25,7.278954e+00,13
1.595676e+01,9.529377e+25,8.531679e+00,13
1.595676e+01,9.529377e+25,1.000000e+01,13
1.720441e+01,1.027447e+26,1.000000e-01,14
1.720441e+01,1.027447e+26,1.172102e-01,14
1.720441e+01,1.027447e+26,1.373824e-01,14
1.720441e+01,1.027447e+26,1.610262e-01,14
1.720441e+01,1.027447e+26,1.887392e-01,14
1.720441e+01,1.027447e+26,2.212216e-01,14
1.720441e+01,1.027447e+26,2.592944e-01,14
1.720441e+01,1.027447e+26,3.039195e-01,14
1.720441e+01,1.027447e+26,3.562248e-01,14
1.720441e+01,1.027447e+26,4.175319e-01,14
1.720441e+01,1.027447e+26,4.893901e-01,14
1.720441e+01,1.027447e+26,5.736153e-01,14
1.720441e+01,1.027447e+26,6.723358e-01,14
1.720441e+01,1.027447e+26,7.880463e-01,14
1.720441e+01,1.027447e+26,9.236709e-01,14
1.720441e+01,1.027447e+26,1.000000e+00,14
1.720441e+01,1.027447e+26,1.082637e+00,14
1.720441e+01,1.027447e+26,1.268961e+00,14
1.720441e+01,1.027447e+26,1.487352e+00,14
1.720441e+01,1.027447e+26,1.743329e+00,14
1.720441e+01,1.027447e+26,2.043360e+00,14
1.720441e+01,1.027447e+26,2.395027e+00,14
1.720441e+01,1.027447e+26,2.807216e+00,14
1.720441e+01,1.027447e+26,3.290345e+00,14
1.720441e+01,1.027447e+26,3.856620e+00,14
1.720441e+01,1.027447e+26,4.520354e+00,14
1.720441e+01,1.027447e+26,5.298317e+00,14
1.720441e+01,1.027447e+26,6.210169e+00,14
1.720441e+01,1.027447e+26,7.278954e+00,14
1.720441e+01,1.027447e+26,8.531679e+00,14
1.720441e+01,1.027447e+26,1.000000e+01,14
1.854961e+01,1.107783e+26,1.000000e-01,14
1.854961e+01,1.107783e+26,1.172102e-01,14
1.854961e+01,1.107783e+26,1.373824e-01,14
1.854961e+01,1.107783e+26,1.610262e-01,14
1.854961e+01,1.107783e+26,1.887392e-01,14
1.854961e+01,1.107783e+26,2.212216e-01,14
1.854961e+01,1.107783e+26,2.592944e-01,14
1.854961e+01,1.107783e+26,3.039195e-01,14
1.854961e+01,1.107783e+26,3.562248e-01,14
1.854961e+01,1.107783e+26,4.175319e-01,14
1.854961e+01,1.107783e+26,4.893901e-01,14
1.854961e+01,1.107783e+26,5.736153e-01,14
1.854961e+01,1.107783e+26,6.723358e-01,14
1.854961e+01,1.107783e+26,7.880463e-01,14
1.854961e+01,1.107783e+26,9.236709e-01,14
1.854961e+01,1.107783e+26,1.000000e+00,14
1.854961e+01,1.107783e+26,1.082637e+00,14
1.854961e+01,1.107783e+26,1.268961e+00,14
1.854961e+01,1.107783e+26,1.487352e+00,14
1.854961e+01,1.107783e+26,1.743329e+00,14
1.854961e+01,1.107783e+26,2.043360e+00,14
1.854961e+01,1.107783e+26,2.395027e+00,14
1.854961e+01,1.107783e+26,2.807216e+00,14
1.854961e+01,1.107783e+26,3.290345e+00,14
1.854961e+01,1.107783e+26,3.856620e+00,14
1.854961e+01,1.107783e+26,4.520354e+00,14
1.854961e+01,1.107783e+26,5.298317e+00,14
1.854961e+01,1.107783e+26,6.210169e+00,14
1.854961e+01,1.107783e+26,7.278954e+00,14
1.854961e+01,1.107783e+26,8.531679e+00,14
1.854961e+01,1.107783e+26,1.000000e+01,14
2.000000e+01,1.194400e+26,1.000000e-01,15
2.000000e+01,1.194400e+26,1.172102e-01,15
2.000000e+01,1.194400e+26,1.373824e-01,15
2.000000e+01,1.194400e+26,1.610262e-01,15
2.000000e+01,1.194400e+26,1.887392e-01,15
2.000000e+01,1.194400e+26,2.212216e-01,15
2.000000e+01,1.194400e+26,2.592944e-01,15
2.000000e+01,1.194400e+26,3.039195e-01,15
2.000000e+01,1.194400e+26,3.562248e-01,15
2.000000e+01,1.194400e+26,4.175319e-01,15
2.000000e+01,1.194400e+26,4.893901e-01,15
2.000000e+01,1.194400e+26,5.736153e-01,15
2.000000e+01,1.194400e+26,6.723358e-01,15
2.000000e+01,1.194400e+26,7.880463e-01,15
2.000000e+01,1.194400e+26,9.236709e-01,15
2.000000e+01,1.194400e+26,1.000000e+00,15
2.000000e+01,1.194400e+26,1.082637e+00,15
2.000000e+01,1.194400e+26,1.268961e+00,15
2.000000e+01,1.194400e+26,1.487352e+00,15
2.000000e+01,1.194400e+26,1.743329e+00,15
2.000000e+01,1.194400e+26,2.043360e+00,15
2.000000e+01,1.194400e+26,2.395027e+00,15
2.000000e+01,1.194400e+26,2.807216e+00,15
2.000000e+01,1.194400e+26,3.290345e+00,15
2.000000e+01,1.194400e+26,3.856620e+00,15
2.000000e+01,1.194400e+26,4.520354e+00,15
2.000000e+01,1.194400e+26,5.298317e+00,15
2.000000e+01,1.194400e+26,6.210169e+00,15
2.000000e+01,1.194400e+26,7.278954e+00,15
2.000000e+01,1.194400e+26,8.531679e+00,15
2.000000e+01,1.194400e+26,1.000000e+01,15
